date,open,high,low,close,volume,symbol
2025-07-07,109215.19771840284,109215.19771840284,109215.19771840284,109215.19771840284,0,BTCUSDT
2025-07-08,108300.71675785031,108300.71675785031,108300.71675785031,108300.71675785031,0,BTCUSDT
2025-07-09,108953.19187727802,108953.19187727802,108953.19187727802,108953.19187727802,0,BTCUSDT
2025-07-10,111327.53054245669,111327.53054245669,111327.53054245669,111327.53054245669,0,BTCUSDT
2025-07-11,115879.65030112496,115879.65030112496,115879.65030112496,115879.65030112496,0,BTCUSDT
2025-07-12,117571.02510036016,117571.02510036016,117571.02510036016,117571.02510036016,0,BTCUSDT
2025-07-13,117418.95745007684,117418.95745007684,117418.95745007684,117418.95745007684,0,BTCUSDT
2025-07-14,119117.55666327637,119117.55666327637,119117.55666327637,119117.55666327637,0,BTCUSDT
2025-07-15,119833.67446712355,119833.67446712355,119833.67446712355,119833.67446712355,0,BTCUSDT
2025-07-16,117678.19493404306,117678.19493404306,117678.19493404306,117678.19493404306,0,BTCUSDT
2025-07-17,118748.1627367753,118748.1627367753,118748.1627367753,118748.1627367753,0,BTCUSDT
2025-07-18,119445.36520434043,119445.36520434043,119445.36520434043,119445.36520434043,0,BTCUSDT
2025-07-19,117988.94664455787,117988.94664455787,117988.94664455787,117988.94664455787,0,BTCUSDT
2025-07-20,117901.62655900871,117901.62655900871,117901.62655900871,117901.62655900871,0,BTCUSDT
2025-07-21,117256.9208222684,117256.9208222684,117256.9208222684,117256.9208222684,0,BTCUSDT
2025-07-22,117482.46977767294,117482.46977767294,117482.46977767294,117482.46977767294,0,BTCUSDT
2025-07-23,119955.79570607653,119955.79570607653,119955.79570607653,119955.79570607653,0,BTCUSDT
2025-07-24,118629.05588130427,118629.05588130427,118629.05588130427,118629.05588130427,0,BTCUSDT
2025-07-25,118354.43517438594,118354.43517438594,118354.43517438594,118354.43517438594,0,BTCUSDT
2025-07-26,117540.80837085741,117540.80837085741,117540.80837085741,117540.80837085741,0,BTCUSDT
2025-07-27,117959.54234360624,117959.54234360624,117959.54234360624,117959.54234360624,0,BTCUSDT
2025-07-28,119418.91405141471,119418.91405141471,119418.91405141471,119418.91405141471,0,BTCUSDT
2025-07-29,118003.30201607826,118003.30201607826,118003.30201607826,118003.30201607826,0,BTCUSDT
2025-07-30,117853.30892863822,117853.30892863822,117853.30892863822,117853.30892863822,0,BTCUSDT
2025-07-31,117833.24087995925,117833.24087995925,117833.24087995925,117833.24087995925,0,BTCUSDT
2025-08-01,115700.00243915782,115700.00243915782,115700.00243915782,115700.00243915782,0,BTCUSDT
2025-08-02,113234.6051343189,113234.6051343189,113234.6051343189,113234.6051343189,0,BTCUSDT
2025-08-03,112554.90232221723,112554.90232221723,112554.90232221723,112554.90232221723,0,BTCUSDT
2025-08-04,114199.10966460757,114199.10966460757,114199.10966460757,114199.10966460757,0,BTCUSDT
2025-08-05,115138.68613070177,115138.68613070177,115138.68613070177,115138.68613070177,0,BTCUSDT
2025-08-06,114128.35408881678,114128.35408881678,114128.35408881678,114128.35408881678,0,BTCUSDT
2025-08-07,115022.09576830892,115022.09576830892,115022.09576830892,115022.09576830892,0,BTCUSDT
2025-08-08,117463.47451085235,117463.47451085235,117463.47451085235,117463.47451085235,0,BTCUSDT
2025-08-09,116688.36663186055,116688.36663186055,116688.36663186055,116688.36663186055,0,BTCUSDT
2025-08-10,116510.08393213755,116510.08393213755,116510.08393213755,116510.08393213755,0,BTCUSDT
2025-08-11,119266.92516880555,119266.92516880555,119266.92516880555,119266.92516880555,0,BTCUSDT
2025-08-12,118773.79960860992,118773.79960860992,118773.79960860992,118773.79960860992,0,BTCUSDT
2025-08-13,120202.53485503166,120202.53485503166,120202.53485503166,120202.53485503166,0,BTCUSDT
2025-08-14,123560.99363577305,123560.99363577305,123560.99363577305,123560.99363577305,0,BTCUSDT
2025-08-15,118405.59579823953,118405.59579823953,118405.59579823953,118405.59579823953,0,BTCUSDT
2025-08-16,117339.79190213277,117339.79190213277,117339.79190213277,117339.79190213277,0,BTCUSDT
2025-08-17,117501.21653394958,117501.21653394958,117501.21653394958,117501.21653394958,0,BTCUSDT
2025-08-18,117542.83687778088,117542.83687778088,117542.83687778088,117542.83687778088,0,BTCUSDT
2025-08-19,116256.41276740946,116256.41276740946,116256.41276740946,116256.41276740946,0,BTCUSDT
2025-08-20,112778.34483555844,112778.34483555844,112778.34483555844,112778.34483555844,0,BTCUSDT
2025-08-21,114252.39755195397,114252.39755195397,114252.39755195397,114252.39755195397,0,BTCUSDT
2025-08-22,112414.39987336512,112414.39987336512,112414.39987336512,112414.39987336512,0,BTCUSDT
2025-08-23,116834.24948202295,116834.24948202295,116834.24948202295,116834.24948202295,0,BTCUSDT
2025-08-24,115359.98346714744,115359.98346714744,115359.98346714744,115359.98346714744,0,BTCUSDT
2025-08-25,113399.54847314971,113399.54847314971,113399.54847314971,113399.54847314971,0,BTCUSDT
2025-08-26,110185.35443900425,110185.35443900425,110185.35443900425,110185.35443900425,0,BTCUSDT
2025-08-27,111842.70999260596,111842.70999260596,111842.70999260596,111842.70999260596,0,BTCUSDT
2025-08-28,111216.08479629169,111216.08479629169,111216.08479629169,111216.08479629169,0,BTCUSDT
2025-08-29,112525.59740669793,112525.59740669793,112525.59740669793,112525.59740669793,0,BTCUSDT
2025-08-30,108480.30666639366,108480.30666639366,108480.30666639366,108480.30666639366,0,BTCUSDT
2025-08-31,108781.95727925687,108781.95727925687,108781.95727925687,108781.95727925687,0,BTCUSDT
2025-09-01,108253.36092385623,108253.36092385623,108253.36092385623,108253.36092385623,0,BTCUSDT
2025-09-02,109162.68557992298,109162.68557992298,109162.68557992298,109162.68557992298,0,BTCUSDT
2025-09-03,111190.18209845416,111190.18209845416,111190.18209845416,111190.18209845416,0,BTCUSDT
2025-09-04,111711.51977725117,111711.51977725117,111711.51977725117,111711.51977725117,0,BTCUSDT
2025-09-05,110724.736377486,110724.736377486,110724.736377486,110724.736377486,0,BTCUSDT
2025-09-06,110662.18112628513,110662.18112628513,110662.18112628513,110662.18112628513,0,BTCUSDT
2025-09-07,110209.1888247784,110209.1888247784,110209.1888247784,110209.1888247784,0,BTCUSDT
2025-09-08,111131.9923868407,111131.9923868407,111131.9923868407,111131.9923868407,0,BTCUSDT
2025-09-09,112025.12878118771,112025.12878118771,112025.12878118771,112025.12878118771,0,BTCUSDT
2025-09-10,111547.43956434788,111547.43956434788,111547.43956434788,111547.43956434788,0,BTCUSDT
2025-09-11,113975.32489468766,113975.32489468766,113975.32489468766,113975.32489468766,0,BTCUSDT
2025-09-12,115503.16663193036,115503.16663193036,115503.16663193036,115503.16663193036,0,BTCUSDT
2025-09-13,116160.14344594491,116160.14344594491,116160.14344594491,116160.14344594491,0,BTCUSDT
2025-09-14,115970.58488443034,115970.58488443034,115970.58488443034,115970.58488443034,0,BTCUSDT
2025-09-15,115373.55555886829,115373.55555886829,115373.55555886829,115373.55555886829,0,BTCUSDT
2025-09-16,115397.25272727509,115397.25272727509,115397.25272727509,115397.25272727509,0,BTCUSDT
2025-09-17,116762.8496864193,116762.8496864193,116762.8496864193,116762.8496864193,0,BTCUSDT
2025-09-18,116455.94648225319,116455.94648225319,116455.94648225319,116455.94648225319,0,BTCUSDT
2025-09-19,117145.49508952006,117145.49508952006,117145.49508952006,117145.49508952006,0,BTCUSDT
2025-09-20,115655.81046441344,115655.81046441344,115655.81046441344,115655.81046441344,0,BTCUSDT
2025-09-21,115715.51536781774,115715.51536781774,115715.51536781774,115715.51536781774,0,BTCUSDT
2025-09-22,115304.47999407038,115304.47999407038,115304.47999407038,115304.47999407038,0,BTCUSDT
2025-09-23,112696.74101711863,112696.74101711863,112696.74101711863,112696.74101711863,0,BTCUSDT
2025-09-24,112022.16587861195,112022.16587861195,112022.16587861195,112022.16587861195,0,BTCUSDT
2025-09-25,113320.56908541008,113320.56908541008,113320.56908541008,113320.56908541008,0,BTCUSDT
2025-09-26,108963.53013595635,108963.53013595635,108963.53013595635,108963.53013595635,0,BTCUSDT
2025-09-27,109710.20874667744,109710.20874667744,109710.20874667744,109710.20874667744,0,BTCUSDT
2025-09-28,109654.81021075726,109654.81021075726,109654.81021075726,109654.81021075726,0,BTCUSDT
2025-09-29,112142.57362752674,112142.57362752674,112142.57362752674,112142.57362752674,0,BTCUSDT
2025-09-30,114309.15041119447,114309.15041119447,114309.15041119447,114309.15041119447,0,BTCUSDT
2025-10-01,114024.22783550054,114024.22783550054,114024.22783550054,114024.22783550054,0,BTCUSDT
2025-10-02,118503.24451752483,118503.24451752483,118503.24451752483,118503.24451752483,0,BTCUSDT
2025-10-03,120611.71911591051,120611.71911591051,120611.71911591051,120611.71911591051,0,BTCUSDT
2025-10-04,122250.15186842803,122250.15186842803,122250.15186842803,122250.15186842803,0,BTCUSDT
2025-10-05,122380.93708463266,122380.93708463266,122380.93708463266,122380.93708463266,0,BTCUSDT
2025-10-06,123506.18520027678,123506.18520027678,123506.18520027678,123506.18520027678,0,BTCUSDT
2025-10-07,124773.50823074432,124773.50823074432,124773.50823074432,124773.50823074432,0,BTCUSDT
2025-10-08,121518.75593575071,121518.75593575071,121518.75593575071,121518.75593575071,0,BTCUSDT
2025-10-09,123352.50487523204,123352.50487523204,123352.50487523204,123352.50487523204,0,BTCUSDT
2025-10-10,121698.03066778315,121698.03066778315,121698.03066778315,121698.03066778315,0,BTCUSDT
2025-10-11,113201.74064138904,113201.74064138904,113201.74064138904,113201.74064138904,0,BTCUSDT
2025-10-12,110853.11663883903,110853.11663883903,110853.11663883903,110853.11663883903,0,BTCUSDT
2025-10-13,115189.5714637257,115189.5714637257,115189.5714637257,115189.5714637257,0,BTCUSDT
2025-10-14,115222.28302116522,115222.28302116522,115222.28302116522,115222.28302116522,0,BTCUSDT
2025-10-15,113156.56943826913,113156.56943826913,113156.56943826913,113156.56943826913,0,BTCUSDT
2025-10-16,110708.66960879423,110708.66960879423,110708.66960879423,110708.66960879423,0,BTCUSDT
2025-10-17,108076.72862033188,108076.72862033188,108076.72862033188,108076.72862033188,0,BTCUSDT
2025-10-18,106443.61194984635,106443.61194984635,106443.61194984635,106443.61194984635,0,BTCUSDT
2025-10-19,107156.00337647724,107156.00337647724,107156.00337647724,107156.00337647724,0,BTCUSDT
2025-10-20,108621.134857428,108621.134857428,108621.134857428,108621.134857428,0,BTCUSDT
2025-10-21,110608.5714932665,110608.5714932665,110608.5714932665,110608.5714932665,0,BTCUSDT
2025-10-22,108486.10262716639,108486.10262716639,108486.10262716639,108486.10262716639,0,BTCUSDT
2025-10-23,107618.4266715404,107618.4266715404,107618.4266715404,107618.4266715404,0,BTCUSDT
2025-10-24,110048.51827291629,110048.51827291629,110048.51827291629,110048.51827291629,0,BTCUSDT
2025-10-25,110997.80437129698,110997.80437129698,110997.80437129698,110997.80437129698,0,BTCUSDT
2025-10-26,111620.3093731354,111620.3093731354,111620.3093731354,111620.3093731354,0,BTCUSDT
2025-10-27,114476.01227508577,114476.01227508577,114476.01227508577,114476.01227508577,0,BTCUSDT
2025-10-28,114182.79442806762,114182.79442806762,114182.79442806762,114182.79442806762,0,BTCUSDT
2025-10-29,112950.34863259472,112950.34863259472,112950.34863259472,112950.34863259472,0,BTCUSDT
2025-10-30,110046.66925837283,110046.66925837283,110046.66925837283,110046.66925837283,0,BTCUSDT
2025-10-31,108240.76528725718,108240.76528725718,108240.76528725718,108240.76528725718,0,BTCUSDT
2025-11-01,109573.90555629115,109573.90555629115,109573.90555629115,109573.90555629115,0,BTCUSDT
2025-11-02,110014.13556776087,110014.13556776087,110014.13556776087,110014.13556776087,0,BTCUSDT
2025-11-03,110650.2092823146,110650.2092823146,110650.2092823146,110650.2092823146,0,BTCUSDT
2025-11-04,106521.08673825761,106521.08673825761,106521.08673825761,106521.08673825761,0,BTCUSDT
2025-11-05,101635.2740227234,101635.2740227234,101635.2740227234,101635.2740227234,0,BTCUSDT
2025-11-06,103877.95965955159,103877.95965955159,103877.95965955159,103877.95965955159,0,BTCUSDT
2025-11-07,101322.6402945857,101322.6402945857,101322.6402945857,101322.6402945857,0,BTCUSDT
2025-11-08,103396.084215925,103396.084215925,103396.084215925,103396.084215925,0,BTCUSDT
2025-11-09,102290.13714655167,102290.13714655167,102290.13714655167,102290.13714655167,0,BTCUSDT
2025-11-10,104709.67861656273,104709.67861656273,104709.67861656273,104709.67861656273,0,BTCUSDT
2025-11-11,105909.07272321742,105909.07272321742,105909.07272321742,105909.07272321742,0,BTCUSDT
2025-11-12,102960.77564500563,102960.77564500563,102960.77564500563,102960.77564500563,0,BTCUSDT
2025-11-13,101521.70859453593,101521.70859453593,101521.70859453593,101521.70859453593,0,BTCUSDT
2025-11-14,99730.4533956204,99730.4533956204,99730.4533956204,99730.4533956204,0,BTCUSDT
2025-11-15,94456.39368235337,94456.39368235337,94456.39368235337,94456.39368235337,0,BTCUSDT
2025-11-16,95508.31019889197,95508.31019889197,95508.31019889197,95508.31019889197,0,BTCUSDT
2025-11-17,94411.32947182967,94411.32947182967,94411.32947182967,94411.32947182967,0,BTCUSDT
2025-11-18,92036.7255045672,92036.7255045672,92036.7255045672,92036.7255045672,0,BTCUSDT
2025-11-19,92819.75921500899,92819.75921500899,92819.75921500899,92819.75921500899,0,BTCUSDT
2025-11-20,91363.27838693369,91363.27838693369,91363.27838693369,91363.27838693369,0,BTCUSDT
2025-11-21,86649.97257918229,86649.97257918229,86649.97257918229,86649.97257918229,0,BTCUSDT
2025-11-22,85051.8019295002,85051.8019295002,85051.8019295002,85051.8019295002,0,BTCUSDT
2025-11-23,84682.62429147748,84682.62429147748,84682.62429147748,84682.62429147748,0,BTCUSDT
2025-11-24,86783.84766839583,86783.84766839583,86783.84766839583,86783.84766839583,0,BTCUSDT
2025-11-25,88229.35740719768,88229.35740719768,88229.35740719768,88229.35740719768,0,BTCUSDT
2025-11-26,87310.33159950442,87310.33159950442,87310.33159950442,87310.33159950442,0,BTCUSDT
2025-11-27,90474.22677969698,90474.22677969698,90474.22677969698,90474.22677969698,0,BTCUSDT
2025-11-28,91279.06057176423,91279.06057176423,91279.06057176423,91279.06057176423,0,BTCUSDT
2025-11-29,90950.37695910994,90950.37695910994,90950.37695910994,90950.37695910994,0,BTCUSDT
2025-11-30,90841.45258193677,90841.45258193677,90841.45258193677,90841.45258193677,0,BTCUSDT
2025-12-01,90406.28448571145,90406.28448571145,90406.28448571145,90406.28448571145,0,BTCUSDT
2025-12-02,86281.49519776918,86281.49519776918,86281.49519776918,86281.49519776918,0,BTCUSDT
2025-12-03,91344.73275150165,91344.73275150165,91344.73275150165,91344.73275150165,0,BTCUSDT
2025-12-04,93619.43750817103,93619.43750817103,93619.43750817103,93619.43750817103,0,BTCUSDT
2025-12-05,92140.70419795791,92140.70419795791,92140.70419795791,92140.70419795791,0,BTCUSDT
2025-12-06,89307.09154512963,89307.09154512963,89307.09154512963,89307.09154512963,0,BTCUSDT
2025-12-07,89244.7620814118,89244.7620814118,89244.7620814118,89244.7620814118,0,BTCUSDT
2025-12-08,90162.90714007126,90162.90714007126,90162.90714007126,90162.90714007126,0,BTCUSDT
2025-12-09,90618.0535204608,90618.0535204608,90618.0535204608,90618.0535204608,0,BTCUSDT
2025-12-10,92723.21372069631,92723.21372069631,92723.21372069631,92723.21372069631,0,BTCUSDT
2025-12-11,92005.13714957413,92005.13714957413,92005.13714957413,92005.13714957413,0,BTCUSDT
2025-12-12,92494.17691640415,92494.17691640415,92494.17691640415,92494.17691640415,0,BTCUSDT
2025-12-13,90307.26028567803,90307.26028567803,90307.26028567803,90307.26028567803,0,BTCUSDT
2025-12-14,90257.4292885891,90257.4292885891,90257.4292885891,90257.4292885891,0,BTCUSDT
2025-12-15,88230.77409367911,88230.77409367911,88230.77409367911,88230.77409367911,0,BTCUSDT
2025-12-16,86413.9190195637,86413.9190195637,86413.9190195637,86413.9190195637,0,BTCUSDT
2025-12-17,87821.88919109134,87821.88919109134,87821.88919109134,87821.88919109134,0,BTCUSDT
2025-12-18,86064.94716216,86064.94716216,86064.94716216,86064.94716216,0,BTCUSDT
2025-12-19,85450.3312009302,85450.3312009302,85450.3312009302,85450.3312009302,0,BTCUSDT
2025-12-20,88103.86075721023,88103.86075721023,88103.86075721023,88103.86075721023,0,BTCUSDT
2025-12-21,88347.94310567998,88347.94310567998,88347.94310567998,88347.94310567998,0,BTCUSDT
2025-12-22,88577.42038358838,88577.42038358838,88577.42038358838,88577.42038358838,0,BTCUSDT
2025-12-23,88491.12020788102,88491.12020788102,88491.12020788102,88491.12020788102,0,BTCUSDT
2025-12-24,87406.43636737975,87406.43636737975,87406.43636737975,87406.43636737975,0,BTCUSDT
2025-12-25,87642.60888119951,87642.60888119951,87642.60888119951,87642.60888119951,0,BTCUSDT
2025-12-26,87229.78066010943,87229.78066010943,87229.78066010943,87229.78066010943,0,BTCUSDT
2025-12-27,87305.95655961394,87305.95655961394,87305.95655961394,87305.95655961394,0,BTCUSDT
2025-12-28,87807.003210775,87807.003210775,87807.003210775,87807.003210775,0,BTCUSDT
2025-12-29,87822.90829076794,87822.90829076794,87822.90829076794,87822.90829076794,0,BTCUSDT
2025-12-30,87156.56266080117,87156.56266080117,87156.56266080117,87156.56266080117,0,BTCUSDT
2025-12-31,88414.62856073362,88414.62856073362,88414.62856073362,88414.62856073362,0,BTCUSDT
2026-01-01,87520.18048742875,87520.18048742875,87520.18048742875,87520.18048742875,0,BTCUSDT
2026-01-02,88727.67004249741,88727.67004249741,88727.67004249741,88727.67004249741,0,BTCUSDT
2026-01-03,89926.27924953419,89926.27924953419,89926.27924953419,89926.27924953419,0,BTCUSDT
2026-01-04,90593.85443180417,90593.85443180417,90593.85443180417,90593.85443180417,0,BTCUSDT
2026-01-05,91373.21588108438,91373.21588108438,91373.21588108438,91373.21588108438,0,BTCUSDT
2026-01-06,93926.7956485658,93926.7956485658,93926.7956485658,93926.7956485658,0,BTCUSDT
2026-01-07,93666.86387314305,93666.86387314305,93666.86387314305,93666.86387314305,0,BTCUSDT
2026-01-08,91257.15544035907,91257.15544035907,91257.15544035907,91257.15544035907,0,BTCUSDT
2026-01-09,90983.51578142625,90983.51578142625,90983.51578142625,90983.51578142625,0,BTCUSDT
2026-01-10,90504.89560340019,90504.89560340019,90504.89560340019,90504.89560340019,0,BTCUSDT
2026-01-11,90442.01907847001,90442.01907847001,90442.01907847001,90442.01907847001,0,BTCUSDT
2026-01-12,90819.36598904192,90819.36598904192,90819.36598904192,90819.36598904192,0,BTCUSDT
2026-01-13,91134.96917951507,91134.96917951507,91134.96917951507,91134.96917951507,0,BTCUSDT
2026-01-14,95260.4422971001,95260.4422971001,95260.4422971001,95260.4422971001,0,BTCUSDT
2026-01-15,97007.78078881276,97007.78078881276,97007.78078881276,97007.78078881276,0,BTCUSDT
2026-01-16,95584.82797878512,95584.82797878512,95584.82797878512,95584.82797878512,0,BTCUSDT
2026-01-17,95516.07771987123,95516.07771987123,95516.07771987123,95516.07771987123,0,BTCUSDT
2026-01-18,95099.53192554631,95099.53192554631,95099.53192554631,95099.53192554631,0,BTCUSDT
2026-01-19,93752.70577188236,93752.70577188236,93752.70577188236,93752.70577188236,0,BTCUSDT
2026-01-20,92558.46334372147,92558.46334372147,92558.46334372147,92558.46334372147,0,BTCUSDT
2026-01-21,88312.84053255555,88312.84053255555,88312.84053255555,88312.84053255555,0,BTCUSDT
2026-01-22,89354.34377512129,89354.34377512129,89354.34377512129,89354.34377512129,0,BTCUSDT
2026-01-23,89443.39744146909,89443.39744146909,89443.39744146909,89443.39744146909,0,BTCUSDT
2026-01-24,89412.39849953113,89412.39849953113,89412.39849953113,89412.39849953113,0,BTCUSDT
2026-01-25,89170.87364531498,89170.87364531498,89170.87364531498,89170.87364531498,0,BTCUSDT
2026-01-26,86548.32213469829,86548.32213469829,86548.32213469829,86548.32213469829,0,BTCUSDT
2026-01-27,88307.8612070438,88307.8612070438,88307.8612070438,88307.8612070438,0,BTCUSDT
2026-01-28,89204.22239644526,89204.22239644526,89204.22239644526,89204.22239644526,0,BTCUSDT
2026-01-29,89162.09701574955,89162.09701574955,89162.09701574955,89162.09701574955,0,BTCUSDT
2026-01-30,84570.40906135936,84570.40906135936,84570.40906135936,84570.40906135936,0,BTCUSDT
2026-01-31,84141.77856967277,84141.77856967277,84141.77856967277,84141.77856967277,0,BTCUSDT
2026-02-01,78725.85853884545,78725.85853884545,78725.85853884545,78725.85853884545,0,BTCUSDT
2026-02-02,76937.06406636834,76937.06406636834,76937.06406636834,76937.06406636834,0,BTCUSDT
2026-02-03,78767.65815345927,78767.65815345927,78767.65815345927,78767.65815345927,0,BTCUSDT
2026-02-04,75638.95670207398,75638.95670207398,75638.95670207398,75638.95670207398,0,BTCUSDT
2026-02-05,73172.29203248928,73172.29203248928,73172.29203248928,73172.29203248928,0,BTCUSDT
2026-02-06,62853.69038445987,62853.69038445987,62853.69038445987,62853.69038445987,0,BTCUSDT
2026-02-07,70523.95417035831,70523.95417035831,70523.95417035831,70523.95417035831,0,BTCUSDT
2026-02-08,69296.80677355142,69296.80677355142,69296.80677355142,69296.80677355142,0,BTCUSDT
2026-02-09,70542.37329463876,70542.37329463876,70542.37329463876,70542.37329463876,0,BTCUSDT
2026-02-10,70096.40692272567,70096.40692272567,70096.40692272567,70096.40692272567,0,BTCUSDT
2026-02-11,68779.90981269129,68779.90981269129,68779.90981269129,68779.90981269129,0,BTCUSDT
2026-02-12,66937.58141157958,66937.58141157958,66937.58141157958,66937.58141157958,0,BTCUSDT
